"","SRR1169658","SRR1169661","SRR1169662","SRR1169663","SRR1169664","SRR1169665","SRR1169668","SRR1169671","SRR1169672","SRR1169675","SRR1169677","SRR1169678","SRR1169680","SRR1169682","SRR1169684","SRR1169685","SRR1169686","SRR1169687","SRR1169688","SRR1169689","SRR1169690","SRR1169693","SRR1169697","SRR1169700"
"236913",0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"538750",0,0,0,0,1,0,0,1,0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,1
"4409466",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"143252",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4361784",0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,2,2,6,4,0,1,1,6,0
"28089",0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,1,2,0,0,1,0,0
"394796",0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590529",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110220",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299980",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7821",0,0,0,0,1,0,4,4,4,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0
"1117348",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"153255",0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"574032",0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"564586",0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"435998",0,0,0,0,1,1,0,0,0,2,1,3,0,0,0,4,3,5,0,0,0,0,0,0
"695731",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1137532",0,0,0,0,1,1,0,1,1,0,2,1,0,0,0,0,0,0,2,2,0,0,1,0
"1044767",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370045",0,0,0,0,1,0,1,2,4,3,2,0,0,3,1,0,0,0,0,2,1,4,2,3
"103628",0,0,0,0,2,0,0,0,1,1,0,2,0,0,1,2,0,3,1,0,1,0,0,0
"247986",0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0
"277521",0,0,0,0,5,6,7,5,10,15,4,2,0,0,0,1,0,0,0,2,0,0,3,0
"850135",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1703428",0,0,0,0,1,0,1,1,0,2,0,0,2,2,0,1,0,1,0,1,0,0,2,0
"242669",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,1,0,3,3
"849164",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"108892",0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"2354411",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137766",0,0,0,0,3,0,1,0,0,0,0,0,0,1,3,5,0,0,1,0,0,0,0,0
"114147",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"689696",0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4357799",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"686615",0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"4328392",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,0
"350938",0,0,0,0,4,3,12,22,15,120,38,34,0,0,1,0,0,0,5,0,2,0,2,0
"141810",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"218446",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1048678",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1005995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"876412",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"793975",0,0,0,0,1,0,1,2,4,1,3,5,0,0,0,2,1,0,1,4,2,0,2,4
"573755",0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"529467",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1135768",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284241",0,0,0,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,3,2
"697878",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533787",0,0,0,0,2,0,0,0,0,1,4,1,0,0,0,0,2,2,1,0,0,0,2,1
"405655",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277340",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"141531",0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"222665",0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1831095",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161199",0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0
"575576",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91369",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,1
"286704",0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"89317",0,0,0,0,2,4,7,10,12,31,17,5,0,6,4,0,0,0,10,6,6,2,3,1
"901633",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4304638",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"578401",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588605",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"254145",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,8,4,7,0,1,0,0,0,1
"242389",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"280706",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"808546",0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"557633",0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"4347953",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0
"555240",0,0,0,0,1,0,5,7,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"838721",0,0,0,0,1,0,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"773538",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4337622",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"4398570",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"578231",0,0,0,0,1,0,5,12,3,48,49,6,0,0,0,0,0,0,0,0,2,1,0,0
"275621",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1994485",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226283",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4351773",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"540133",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549030",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145880",0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"565318",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1078362",0,0,0,0,2,0,0,3,0,12,6,6,0,0,0,0,0,0,0,2,1,0,0,0
"838027",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4316726",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1129059",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"120274",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"820335",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1142061",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"846710",0,0,0,0,1,2,3,1,2,3,2,0,0,2,1,0,0,1,0,0,0,0,0,0
"591683",0,0,0,0,2,1,9,11,17,4,7,2,1,3,2,0,0,0,7,8,6,9,3,14
"334186",0,0,0,0,2,0,0,1,0,3,0,0,1,0,1,0,0,0,2,1,2,1,2,3
"564290",0,0,0,0,3,2,1,0,3,0,2,0,0,0,0,0,0,0,2,0,11,0,0,0
"244967",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720983",0,0,0,0,1,0,0,0,4,6,11,2,2,1,0,1,0,0,2,1,5,0,3,0
"157046",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1093610",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"581811",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2984013",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"740831",0,0,0,0,1,0,2,6,2,29,12,6,0,0,0,0,0,0,1,2,0,4,1,0
"4448095",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4321318",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"121422",0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236778",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4340498",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"367528",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"329096",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104477",0,0,0,0,1,0,8,14,9,4,3,4,0,0,0,0,0,0,0,1,0,0,0,0
"814909",0,0,0,0,1,2,0,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0
"587616",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1656470",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"822899",0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
"337578",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238738",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"3590653",0,0,0,0,2,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1
"4339728",0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
"543942",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533738",0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0
"529839",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1109844",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"816702",0,0,0,0,4,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
"1105948",0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"4304697",0,0,0,0,3,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,2,3
"564690",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463932",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"280631",0,0,0,0,4,2,4,0,2,0,3,2,1,1,0,3,0,0,0,0,0,1,0,1
"569018",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114930",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225453",0,0,0,0,1,5,0,0,0,10,7,8,1,1,0,0,1,2,0,0,0,1,7,7
"1039594",0,0,0,0,1,0,1,6,7,17,25,0,0,0,0,0,0,0,0,2,0,0,1,0
"3330560",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1138744",0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
"163730",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"98909",0,0,0,0,1,0,0,1,1,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0
"2187205",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"606989",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"566216",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"539878",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"523680",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"203542",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"2651333",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3581985",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"75998",0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"783719",0,0,0,0,0,1,0,2,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0
"33043",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"846104",0,0,0,0,0,2,0,1,1,6,1,6,0,0,0,0,0,0,0,1,0,0,1,0
"769631",0,0,0,0,0,2,1,1,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0
"1136510",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133328",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1142756",0,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"252542",0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0
"4300153",0,0,0,0,0,1,1,2,4,7,8,2,0,0,0,0,0,0,1,0,1,0,0,0
"1104627",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"83705",0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0
"224123",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280799",0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0
"776657",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"559213",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0
"1129081",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"518471",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546165",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2353709",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"637901",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239824",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547232",0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"981179",0,0,0,0,0,1,6,6,5,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0
"7958",0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1143359",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3348667",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0
"875049",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"105993",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
"540746",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1104806",0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,2
"99387",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,6,0,0,1,0,0,0
"112277",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4469355",0,0,0,0,0,1,0,0,0,3,0,1,4,1,0,0,0,0,0,3,1,2,0,0
"688934",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4350025",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"263857",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0
"828443",0,0,0,0,0,1,9,10,6,2,1,12,0,0,0,0,0,0,9,3,5,0,0,2
"572750",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646494",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"727795",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"672144",0,0,0,0,0,2,0,2,3,4,2,5,1,5,0,0,0,0,2,2,2,0,7,2
"151324",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0
"159017",0,0,0,0,0,1,0,2,0,0,2,1,1,2,3,0,0,0,0,0,1,0,0,1
"249571",0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0
"108659",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0
"194558",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590960",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759061",0,0,0,0,0,2,0,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0
"340208",0,0,0,0,0,1,3,5,3,9,9,6,0,1,2,0,0,0,0,0,3,0,0,0
"593219",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821080",0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,1,0
"539941",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90390",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"168595",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319502",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
