"","SRR1617300","SRR1617301","SRR1617299","SRR1617302","SRR1617303","SRR1617304","SRR1617305","SRR1617306","SRR1617307","SRR1617308","SRR1617309","SRR1617310","SRR1617311","SRR1617312","SRR1617313","SRR1617315","SRR1617314","SRR1617316","SRR1617318","SRR1617317","SRR1617319","SRR1617320","SRR1617321","SRR1617322","SRR1617323","SRR1617324","SRR1617325","SRR1617327","SRR1617326","SRR1617328","SRR1617329","SRR1617331","SRR1617330","SRR1617332","SRR1617333","SRR1617334","SRR1617335","SRR1617336","SRR1617337","SRR1617338","SRR1617339","SRR1617340","SRR1617341","SRR1617342","SRR1617343","SRR1617345","SRR1617346","SRR1617344","SRR1617348","SRR1617347","SRR1617349","SRR1617350","SRR1617351","SRR1617352","SRR1617353","SRR1617354","SRR1617355","SRR1617356","SRR1617357","SRR1617358"
"238562",0,0,0,0,1,0,0,3,0,0,1,24,0,0,4,0,0,0,30,0,0,0,4,0,0,0,0,0,0,0,10,0,10,0,2,0,0,4,24,3,0,0,0,6,0,91,1,0,1,0,75,156,0,0,0,0,0,1,0,34
"738432",0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,10,4,4,0,0,0,1,4,0,0,3,28,0,0,0,0,0,0,1,4,0,1,0,1,0,0
"2899798",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,8,0,0,0,0,7,0,0,3,0,0,1,0,0,1,0,7,2,0,0,4,0,0,0
"512397",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,2,1,0,0,7,0,0,2,0,0,0,0,2,1,0,0,2,0,0,0
"101699",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1106730",0,0,0,0,1,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,5,0,0,7,3,8,0,0,0,5,6,0,0,9,1,0,0,0,0,0,0,4,4,0,0,1,0,0,0
"33780",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"824674",0,0,0,0,0,0,0,5,0,0,0,103,0,0,4,0,0,0,37,0,0,0,10,1,0,0,2,0,0,0,6,0,34,0,0,1,0,1,31,0,0,0,0,3,0,83,0,0,0,0,55,579,0,0,0,0,0,1,0,16
"48147",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,3,0,0,1,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"2183856",0,0,0,0,0,0,0,4,0,0,1,1,0,0,3,0,0,0,24,0,0,0,19,1,0,0,0,0,1,0,3,0,1,0,3,1,0,1,25,2,0,0,0,9,0,77,0,0,0,0,6,12,0,0,0,0,0,0,0,12
"677056",0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,5,0,0,4,0,2,0,0,0,3,5,0,0,2,48,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"256931",0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,9,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0
"2879956",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103930",0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,28,0,0,0,0,1,8,0,0,0,0,0,0,0,1
"162379",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263260",0,0,0,0,0,0,0,3,0,1,0,0,2,0,6,0,0,0,0,0,2,1,4,0,0,0,1,0,0,0,0,3,0,4,8,1,3,1,0,0,2,12,0,0,1,34,0,0,0,0,2,0,3,7,0,0,1,0,0,0
"744404",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,7,7,0,1,2,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0
"247542",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"558961",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253644",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
