"","SRR1617300","SRR1617301","SRR1617299","SRR1617302","SRR1617303","SRR1617304","SRR1617305","SRR1617306","SRR1617307","SRR1617308","SRR1617309","SRR1617310","SRR1617311","SRR1617312","SRR1617313","SRR1617315","SRR1617314","SRR1617316","SRR1617318","SRR1617317","SRR1617319","SRR1617320","SRR1617321","SRR1617322","SRR1617323","SRR1617324","SRR1617325","SRR1617327","SRR1617326","SRR1617328","SRR1617329","SRR1617331","SRR1617330","SRR1617332","SRR1617333","SRR1617334","SRR1617335","SRR1617336","SRR1617337","SRR1617338","SRR1617339","SRR1617340","SRR1617341","SRR1617342","SRR1617343","SRR1617345","SRR1617346","SRR1617344","SRR1617348","SRR1617347","SRR1617349","SRR1617350","SRR1617351","SRR1617352","SRR1617353","SRR1617354","SRR1617355","SRR1617356","SRR1617357","SRR1617358"
"278563",1,0,2,0,0,0,2,0,0,0,0,0,0,167,14,3,0,0,3,3,0,0,9,0,0,18,0,0,0,0,0,2,0,0,53,82,2,68,64,107,1,1,134,45,0,4,0,0,0,85,33,38,0,0,47,0,30,124,101,105
"696036",2,0,0,0,1,0,0,7,0,0,0,0,0,0,3,0,0,0,1,0,1,2,6,1,0,0,1,2,1,0,0,12,0,4,5,3,7,4,0,9,4,27,0,15,0,153,0,0,0,0,4,0,4,0,0,0,1,1,0,0
"551822",1,0,0,0,0,0,5,0,0,0,9,6,0,0,0,0,0,6,0,0,0,7,0,1,2,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,2,0,1,0,7
"1846390",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369797",2,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,7,13,0,15,6,17,0,0,11,4,0,1,0,0,0,6,7,4,0,0,6,0,3,19,14,5
"529789",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,4,0,0,0,1,0,0,2,7
"403701",2,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,62,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"470382",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1
"1082539",1,0,0,0,1,1,0,1,0,0,7,1,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,4,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,23,0,0,0,0,0,2,0,3,0,0,2
"741001",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,6,2,0,7,5,5,0,0,4,1,3,0,0,0,0,4,5,1,0,1,1,0,0,6,5,6
"380190",1,0,0,13,0,0,1,0,0,0,4,2,0,0,0,0,0,25,0,0,0,67,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5
"843459",7,0,0,1,0,0,3,0,0,1,0,2,0,33,2,0,0,0,0,0,1,5,2,1,0,1,0,0,0,13,0,0,1,2,16,22,1,26,8,26,0,0,39,13,1,8,2,0,1,23,7,9,0,0,9,26,3,18,28,43
"136998",1,0,6,0,2,1,0,4,0,1,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,1,18,0,0,1,3,18,0,0,2,17,10,0,1,7,7,0,1,0,2,6,0,6,5,0,0,4,3,0,0
"771082",1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,2,1,1
"503197",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"577377",1,2,1,0,1,0,0,0,2,7,1,1,0,14,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,9,1,12,5,6,1,0,11,6,0,0,0,0,0,21,5,6,0,1,6,0,4,15,15,7
"362415",1,0,0,0,5,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,3
"570507",1,0,0,2,0,0,4,0,0,0,0,5,0,0,0,0,4,2,0,0,0,20,0,1,0,0,0,0,4,28,0,0,2,0,0,0,0,1,1,4,0,0,2,0,1,1,1,0,1,0,0,14,0,0,2,0,1,0,0,21
"173744",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"557627",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,2,2,0,0,3,0,0,0,1
"1110378",0,3,0,1,0,0,2,0,0,2,2,0,0,30,1,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,1,0,0,17,11,0,18,10,12,0,1,23,6,1,0,0,0,0,13,9,7,2,0,11,0,2,7,7,27
"415491",0,1,0,0,0,0,0,0,0,1,0,0,0,52,1,0,0,0,2,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,8,27,1,24,21,24,0,2,29,19,0,0,0,0,0,24,10,7,2,0,13,0,2,46,33,40
"153174",0,2,39,0,1,0,0,37,3,20,0,0,0,0,22,0,0,0,1,0,3,0,30,2,2,0,1,20,6,0,1,69,0,5,12,13,81,5,0,10,72,71,0,11,30,250,3,6,0,5,30,0,56,40,0,1,35,6,0,0
"1140056",0,1,4,0,4,1,0,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,5,0,0,4,3,8,0,0,1,8,9,0,1,4,17,0,3,0,0,3,0,8,6,0,0,4,3,0,1
"334699",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,1
"576914",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338258",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
