"","StefanoR2","Wanlip4","Dalderse","Galashiels","Slough","BURMAD","StefanoR1","StefanoR3","Stirling","Wanlip1","CRMAD","Wanlip3","BROMAD","Reading","MapleLodge","EPMAD","BLMAD","Wanlip2","Hawick","Howdon","DAVMAD","BranSands"
"4312403",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"583590",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46818",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2344562",0,2,0,0,0,0,0,0,0,2,19,1,0,0,0,1,2,4,0,0,0,0
"1062748",1169,3313,2773,1525,4373,12904,783,851,3388,2346,5777,4191,5374,4006,3273,8469,9417,5028,11746,21,31,20
"1076759",0,0,2,0,0,6,0,0,0,1,0,0,0,2,0,0,0,0,13,0,0,0
"949327",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"827089",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"269392",1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"278075",0,0,0,1,0,0,0,0,3,0,3,0,1,0,0,0,2,0,0,0,0,0
"931593",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0
"964020",0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
"966331",0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,2,0,0,0
"543467",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"825819",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4361455",2,0,2,1,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0
"4344571",0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0
"325946",0,0,0,1,0,3,1,2,5,0,0,0,5,3,1,0,3,4,0,0,0,0
"12558",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8001",0,0,0,3,0,0,0,0,0,0,0,3,2,0,31,1,2,0,0,0,0,0
"998869",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"177797",0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,14,1,0,1,0,0,0
"4436393",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829373",2,0,1,0,0,1,0,0,0,0,2,1,1,1,0,4,2,0,4,0,0,0
"1107243",17,6,36,31,0,6,2,11,20,8,26,9,71,10,21,28,54,5,271,0,0,2
"1108960",2,2,9,7,0,3,2,2,6,2,4,10,8,0,5,0,0,0,1,0,1,0
"356964",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277667",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"429838",0,0,3,0,0,8,0,0,5,4,0,3,3,1,5,12,7,0,1,0,0,0
"2920135",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74352",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"4372550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"17652",0,1,0,0,0,1,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0
"323455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"539878",4,4,3,1,0,1,2,3,2,3,16,6,8,6,26,30,3,7,1,0,0,0
"573135",1,4,4,3,3,0,1,0,15,14,5,4,6,5,16,5,5,9,6,0,0,0
"557715",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"6204",0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"353499",1,2,3,0,0,0,0,0,3,1,0,0,0,1,0,0,0,2,0,0,0,0
"1071699",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"661541",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"708255",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"4380424",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4449950",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"574102",7,3,5,0,0,0,7,3,0,2,2,3,0,0,3,0,0,1,0,0,0,0
"833317",10,20,4,8,0,12,2,2,5,2,3,14,17,4,4,23,25,11,3,3,0,20
"90701",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"37173",0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0
"1634493",0,0,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0
"115246",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242098",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2553032",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580695",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"577123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"73471",1,3,4,1,0,4,0,1,4,3,1,2,2,3,3,2,2,1,8,0,0,0
"1105514",10,17,95,36,139,6,31,28,145,25,16,14,22,139,43,0,57,9,12,0,0,0
"318726",0,0,0,0,7,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0
"582169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0
"120422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"647579",73,512,9,2,64,45,56,51,42,411,88,45,1,229,7,64,8,78,63,0,0,0
"4342193",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3406555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1074801",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072784",0,0,3,5,0,3,0,0,2,0,2,0,2,1,0,4,7,0,2,0,0,0
"1072787",25,16,36,5,2,5,19,22,58,20,277,27,28,8,53,3,21,46,58,0,0,0
"158376",4,54,11,6,2,6,3,2,6,58,283,83,38,3,12,110,11,84,0,1,0,1
"245814",0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0
"4338115",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"810888",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"926388",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"24092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"906820",0,1,0,0,25,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0
"570552",0,2,4,9,0,4,1,0,2,0,2,6,9,0,1,14,18,0,4,0,0,0
"222773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"102894",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"674370",1,112,113,12,170,16,2,2,49,114,8,113,101,15,29,97,57,139,22,0,0,0
"4328189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"543570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"246238",0,10,42,0,1,2,0,2,56,16,12,20,0,30,8,16,1,14,5,0,0,0
"172202",1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"851824",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
"141821",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23513",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"4435984",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"648274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"226846",0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,7,4,0,0,0,0,0
"1068902",163,114,870,28,22,53,129,136,29,164,786,99,189,888,688,415,439,213,2246,2,0,1
"310523",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"593569",1,0,25,4,5,2,0,0,1,1,0,1,43,6,1,10,61,2,4,0,0,0
"279325",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165338",0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"562868",12,1,1,0,0,1,3,0,0,2,3,2,0,0,1,1,0,11,0,1,0,0
"816590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"902334",79,277,136,68,46,1784,31,41,268,192,800,133,620,243,259,1061,424,134,1380,3,5,6
"4357991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0
"561221",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"167511",0,0,0,0,0,0,2,1,0,0,0,0,0,1,4,0,2,0,0,0,0,0
"146676",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"343242",2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,7,0,0,0,0,0
"836573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
"4362822",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4314047",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"299176",0,0,0,1,0,3,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0
"68622",0,0,1,0,0,2,0,0,1,0,0,0,9,0,0,1,0,0,0,0,0,0
"4417061",6,6,3,1,0,5,1,2,3,6,5,2,7,3,4,9,5,0,5,0,0,0
"1104627",1,0,0,0,0,0,0,0,1,1,2,0,2,0,0,5,1,2,4,0,0,0
"403068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2574743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"264791",0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"245654",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081222",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"306515",1,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"206826",0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,1,0,0,0,0,0
"1040713",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"277682",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"200979",2,0,0,0,0,0,1,0,1,0,1,0,4,0,0,2,0,2,1,0,0,0
"563359",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2339928",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"721526",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565425",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"977026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2467460",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"4420943",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4365144",0,1,0,6,0,0,0,0,0,1,6,0,10,2,1,10,5,1,0,0,0,0
"4365145",0,1,7,16,0,0,0,0,1,1,1,1,11,1,0,3,26,0,0,0,0,0
"4365143",1,2,2,0,0,1,0,0,8,0,0,3,0,0,0,10,3,1,0,13,0,0
"1049393",4,3,0,0,0,0,0,0,3,0,0,0,1,0,13,0,0,0,16,0,0,0
"663228",4,8,57,20,22,3,13,12,2,16,18,5,121,48,11,72,153,43,16,0,0,1
"254649",0,2,1,1,0,0,0,1,0,1,0,1,2,1,0,2,1,0,0,0,0,1
"710141",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0
"813301",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"849030",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"223583",0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0
"423327",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"662682",11,44,0,0,314,0,6,13,0,32,0,30,11,22,29,0,2,49,0,0,0,0
"992510",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"3544894",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4464602",0,4,4,1,1,0,1,1,1,2,5,3,3,6,5,2,5,0,7,0,0,0
"712781",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"794796",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1004022",0,2,3,0,4,0,0,0,4,5,2,2,0,1,0,0,0,2,7,0,0,0
"4387355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1133016",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4614",3,12,28,9,21,0,2,5,14,24,4,12,3,16,117,9,17,15,63,0,0,0
"154325",0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0
"222699",0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
"1512104",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"875735",1,0,0,0,0,1,1,0,0,0,0,0,0,1,5,0,2,0,15,0,0,0
"627069",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,125,44
"514550",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"45625",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7958",2,2,0,0,0,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0
"672839",0,0,0,3,0,0,1,1,1,0,0,0,4,5,0,2,5,0,0,0,0,1
"142110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"569456",8,3,0,0,0,0,5,0,1,3,3,2,0,2,1,0,1,0,2,0,0,0
"555692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"446403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
"540746",2,47,38,64,69,6,4,11,134,38,8,36,20,182,33,5,5,119,18,0,0,0
"1011361",5,0,0,0,0,1,3,7,1,0,0,0,0,16,5,0,1,0,0,0,0,0
"89039",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4045633",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"662742",3,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"637253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"859722",2,3,0,0,0,0,4,2,1,1,0,0,0,1,0,2,4,0,0,0,0,0
"228029",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"543675",2,30,15,3,0,4,3,1,3,10,12,22,5,9,6,13,10,15,0,0,0,0
"545919",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"889025",4,4,2,1,0,0,4,2,2,0,4,0,1,0,1,0,0,0,0,0,0,0
"244116",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"160203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"947354",0,0,1,6,0,1,0,1,4,1,0,2,3,1,3,4,4,0,0,0,0,0
"556676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3055791",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"48003",0,0,2,0,0,43,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"591708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"156371",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"1134371",0,1,0,0,0,1,0,1,1,3,1,0,0,3,1,3,0,0,0,0,0,0
"348157",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2472603",0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,5,0,0,0,0
"273185",2,61,7,0,3,1,1,1,6,34,0,5,9,13,1,6,1,9,9,0,0,1
"679803",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"340077",5,16,5,0,2,7,4,2,4,20,24,29,3,26,7,16,8,29,8,0,0,0
"1102339",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1105814",6,92,36,13,9,13,3,6,89,71,20,16,25,16,19,34,5,28,189,0,1,0
"3694822",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4423084",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"686615",0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"427183",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"7978",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0
"173204",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7976",0,1,1,1,0,0,1,0,0,0,0,3,1,0,0,3,0,0,1,0,0,0
"531300",3,1,0,0,0,0,2,0,1,5,1,0,0,0,1,0,1,0,0,0,0,0
"4398567",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"113265",0,3,0,0,0,0,0,1,4,0,0,1,0,0,0,2,0,0,0,0,0,0
"4319020",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"827497",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1049277",46,483,132,41,410,19,36,35,26,348,32,502,188,243,206,458,74,721,85,4,2,1
"1032575",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1834768",0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0,0
"146890",0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"556428",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"2783438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"291846",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4322739",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
"4452613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"12364",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"573755",2,3,3,0,1,1,3,0,4,2,3,3,1,25,1,4,1,8,0,0,0,0
"108892",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
"993307",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0
"778762",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"968354",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4407152",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"953256",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"921131",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592849",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"541375",213,197,115,38,75,138,120,138,61,208,256,236,208,407,325,485,420,279,84,1,0,1
"915948",33,18,56,35,15,30,7,6,58,11,30,15,57,23,30,46,150,35,108,1,0,0
"494339",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"99960",0,2,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"1124689",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"172675",9,68,4,0,389,0,5,3,27,56,0,129,3,24,19,3,2,168,74,0,0,0
"57759",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"1129081",1,0,0,4,0,0,1,0,0,1,1,0,3,1,2,3,2,0,2,0,0,0
"824606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"104963",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"42642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"569397",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"547097",44,172,2,0,0,0,38,53,4,126,259,150,7,63,56,55,20,250,24,1,0,0
"927238",6,1,1,0,14,0,6,3,0,2,0,0,1,1,1,4,4,0,7,0,0,1
"4431178",0,0,4,0,0,0,0,0,0,0,3,0,2,2,0,0,2,0,0,0,0,0
"814239",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0
"4415616",3,1,0,0,0,0,0,1,2,0,0,1,0,2,2,1,2,0,0,0,0,0
"960871",6,9,13,5,2,12,0,9,29,6,12,9,30,5,11,7,26,11,0,0,0,0
"519588",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"588981",36,806,80,8,113,28,41,55,99,885,76,1075,11,253,44,80,59,798,137,0,0,0
"967069",2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"33595",2,2,0,0,0,0,4,6,14,3,0,0,8,9,0,1,7,0,0,0,0,0
"4418695",0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"249375",0,0,0,6,0,1,0,0,2,2,0,0,2,1,0,0,1,0,0,0,0,0
"575576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1126217",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1106113",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1123812",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"155367",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"741284",2,0,0,0,2,0,0,1,13,0,10,0,0,0,2,1,17,0,0,0,0,0
"559489",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0
"1048878",3,28,12,16,1,5,5,2,29,35,25,12,9,0,3,2,0,5,20,0,0,0
"557799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"588605",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
"499378",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4423600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"823809",8,9,16,6,0,13,6,6,9,11,16,11,26,8,25,27,44,4,167,0,2,2
"6367",0,2,1,0,0,0,1,1,9,1,0,8,2,0,0,0,0,0,0,0,0,0
"86452",22,23,16,6,0,21,12,10,40,24,13,14,25,16,23,27,18,27,20,1,0,0
"626519",2,1,0,0,21,0,0,0,12,4,1,0,0,0,0,0,0,4,0,0,0,0
"1138448",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13100",0,0,0,0,0,6,0,0,0,0,3,0,1,0,0,2,2,0,2,0,0,0
"3761972",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"828320",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"975741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"511461",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"355626",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"156438",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"216576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"319502",2,14,32,84,15,10,2,1,77,21,7,14,22,49,19,3,7,34,10,0,0,0
"1106325",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"960463",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"867184",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"244531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"552687",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"100260",0,27,24,0,0,4,0,1,29,32,2,15,0,10,6,9,4,10,5,0,0,0
"863970",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"545721",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152720",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1027587",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"553623",12,409,48,15,91,16,3,14,39,298,17,575,203,25,32,118,35,721,57,2,0,51
"1082846",0,0,0,0,0,2,0,0,0,0,3,1,1,0,1,0,3,2,0,0,0,0
"1034839",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"1142302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0
"917834",0,1,1,1,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0
"959590",0,3,1,0,0,1,1,1,11,1,4,0,2,0,4,3,3,1,1,0,1,0
"573013",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"11427",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
