"","StefanoR2","Wanlip4","Dalderse","Galashiels","Slough","BURMAD","StefanoR1","StefanoR3","Stirling","Wanlip1","CRMAD","Wanlip3","BROMAD","Reading","MapleLodge","EPMAD","BLMAD","Wanlip2","Hawick","Howdon","DAVMAD","BranSands"
"511344",1,3,3,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
"546305",2,2,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,3,10,1,0,0
"227239",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4436396",0,0,0,0,0,0,0,0,53,0,0,0,1,0,0,0,0,0,0,0,0,0
"1127773",0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,10,0,0,0,0,0,0
"709657",54,392,34,8,231,41,14,38,75,236,2,368,39,64,300,2,29,520,278,0,0,0
"248909",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"649518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"214791",1,1,0,0,0,1,0,1,0,0,2,1,0,0,3,1,3,0,4,0,0,0
"98457",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"527762",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"996068",0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,13,0,0,0
"819663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"687574",0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"576419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1024056",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4364412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"564004",0,2,1,0,1,0,0,0,1,6,0,3,0,0,3,0,0,1,1,0,0,0
"1118847",0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"110514",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3654574",3,5,5,3,0,1,5,1,2,2,8,3,6,4,8,10,13,6,1,0,0,0
"4295399",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5803",0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,2,0,1,0,0,0,0
"4326152",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0,0,0
"82365",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"4472608",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"143658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"907407",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259315",0,11,0,0,0,0,0,0,1,12,8,37,0,0,0,0,2,30,0,0,0,0
"114096",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"184737",0,2,0,0,0,0,1,1,0,4,0,0,2,1,4,1,0,0,0,0,0,0
"754088",4,36,11,3,47,4,4,1,26,30,54,34,22,17,22,66,8,41,9,0,0,0
"1129894",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"4332795",0,4,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"543416",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"114396",0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,2,0,0,0
"4327829",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"1131137",3,1,5,0,2,0,2,5,1,3,1,2,1,4,9,5,2,5,5,0,0,0
"964571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"740154",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2258522",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"813352",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3792137",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"873645",0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1085326",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501947",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"559891",6,25,16,1,6,8,4,1,12,12,8,12,4,6,4,7,6,12,2,0,0,0
"154538",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"71078",0,3,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0
"4363347",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"769222",36,4,13,2,35,13,0,1,1,1,2,0,0,0,5,0,8,49,1,0,0,0
"1140993",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"45775",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"240664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1143858",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"818057",0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,3,2,0,0,0,0,0
"327549",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815293",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3412843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1131937",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2706695",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
"536521",2,5,6,1,7,2,2,1,6,22,9,12,7,4,6,52,46,18,3,0,0,0
"578358",0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,20,0,0,0
"113684",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317632",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"530809",5,0,0,3,0,0,0,0,0,1,0,0,4,0,10,0,1,3,19,0,1,0
"572097",0,4,3,0,0,0,0,0,3,5,1,2,0,1,6,11,2,7,5,0,0,0
"563065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"250348",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547550",1,9,19,13,9,13,1,3,19,9,37,11,1,1,0,5,16,3,77,0,0,0
"236397",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"736504",0,2,1,0,2,0,0,0,2,2,2,7,2,1,0,9,12,1,0,0,0,0
"340216",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"217320",4,34,10,0,6,1,1,7,19,25,9,30,15,13,18,29,14,34,1,0,0,0
"201726",2,2,5,0,2,1,0,1,0,3,1,2,4,0,5,191,40,7,1,0,0,0
"4358507",0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
"244241",8,98,1,0,0,0,12,20,3,103,0,68,1,24,37,1,0,58,0,0,0,0
"880153",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"205602",2,0,0,0,0,0,3,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0
"3538",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"594168",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"847080",3,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"4402900",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0
"35330",0,0,0,3,0,2,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0
"88634",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"215423",0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
"331647",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"4351400",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"222792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"823187",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"583557",0,6,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,2,0,0,0,0
"563656",155,506,529,6,228,5,155,138,0,617,12,464,34,789,14,404,41,626,1,0,1,0
"800916",0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"1121839",3,2,55,10,0,4,3,2,20,8,17,3,33,10,2,14,27,0,0,0,0,0
"4101333",1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"204919",0,7,2,1,0,0,0,0,2,14,1,9,2,0,5,6,2,2,1,0,0,0
"745987",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"822076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"979918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2020091",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119955",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"593577",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"723100",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"673360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1135947",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"749958",0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0
"2194878",4,37,1,3,0,0,0,0,3,30,177,57,41,2,0,38,23,71,0,0,0,1
"223377",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"704995",0,0,7,0,1,0,2,0,0,1,2,2,2,0,0,6,2,0,0,0,0,0
"3495",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"4575",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"340208",1,0,7,2,0,4,4,1,3,1,8,0,8,0,4,0,0,0,12,0,0,0
"4298123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"544615",0,3,1,0,0,0,0,0,1,5,0,1,4,0,0,0,0,2,0,0,0,0
"235789",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"568617",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"4422913",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"705326",0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"146567",10,783,47,50,421,0,6,11,2,842,0,755,0,86,0,0,16,835,1,0,0,2
"190782",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3560258",3,0,1,1,0,0,2,0,1,0,0,0,8,3,4,10,12,9,0,0,0,0
"2712080",0,96,1,8,19,0,0,4,94,44,0,95,6,18,6,1,0,116,0,0,0,0
"2966696",2,4,0,0,0,0,4,0,9,0,2,1,3,0,2,0,0,3,0,0,0,0
"545247",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"4322410",0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1640195",35,7,2,1,0,0,12,30,4,0,17,6,1,19,10,0,1,0,0,0,0,0
"151126",1,10,5,4,0,0,8,4,58,62,0,6,0,0,2,0,0,0,0,0,0,0
"616682",27,260,119,17,2,103,10,12,59,330,282,301,443,11,198,317,180,368,144,0,0,2
"1112326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"579465",0,0,5,40,0,0,0,0,6,0,0,0,0,0,0,0,0,0,175,0,0,0
"919826",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"587227",1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"607386",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"509144",0,4,0,0,4,1,0,0,3,1,17,0,3,0,2,0,4,2,1,0,0,0
"247905",2,1,8,0,0,1,1,1,2,1,1,3,1,5,3,0,2,16,1,0,0,0
"1130519",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0
"560393",0,0,0,0,0,8,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
"4333746",0,2,6,0,0,2,0,0,6,2,6,1,4,1,0,22,10,2,1,0,0,0
"355768",0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0
"4438761",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"202440",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2720386",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230607",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"683891",3,26,63,6,0,4,0,1,25,25,142,27,82,1,8,205,90,9,17,0,1,0
"111925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"467605",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"512840",7,27,1,1,0,0,8,6,77,20,23,18,46,0,27,0,0,26,4,0,0,0
"589155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1787644",0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"616310",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"610418",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"105644",0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"256361",2,1026,10421,14,51,9,9,4,87,1442,94,971,452,5,50,157,220,1768,989,5,8,4
"278225",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1109431",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"53533",1,9,63,0,0,0,0,0,4,6,4,4,2,1,0,6,2,13,4,0,0,0
"385807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4463769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4344100",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"144888",0,1,0,0,0,0,0,0,0,1,1,2,5,0,0,3,0,0,0,0,0,0
"570812",30,318,12,2,232,6,13,18,12,118,3,353,1,2,18,1,1,463,17,0,0,1
"4680",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"807452",1,2,19,4,1,16,0,0,1,9,6,1,29,2,7,24,24,3,39,0,0,0
"521994",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"134163",1,12,0,0,1,0,0,0,4,7,3,9,6,5,8,7,2,5,2,0,1,0
"584598",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
"505954",0,0,2,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,22,0,0,0
"751555",3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,0,0,0,0
"859945",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"906820",0,1,0,0,25,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0
"2000709",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"589410",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"638661",25,63,69,2,4,7,5,18,7,36,91,11,84,21,9,153,14,7,16,1,0,1
